Actual_Next_Total,Predicted_Next_Total,Hour,Minute,DayOfWeekNum,IsWeekend,IntervalIndex,FixedCycle_GivesGreen,Adaptive_GivesGreen,Actual_LowDemand,Actual_HighDemand,FixedCycle_WastedGreen,Adaptive_WastedGreen,FixedCycle_MissedHighDemand,Adaptive_MissedHighDemand,FixedCycle_Outcome,Adaptive_Outcome
185.0,191.02888949071684,16,15,3,0,465,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
173.0,186.35086619335925,16,30,3,0,466,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
151.0,191.69087124416689,16,45,3,0,467,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
228.0,186.7501552284499,17,15,3,0,468,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
203.0,182.76994387961165,17,30,3,0,469,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
216.0,186.8908369046327,17,45,3,0,470,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
216.0,170.65489438733442,18,0,3,0,471,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
165.0,162.2848582898277,18,15,3,0,472,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
139.0,132.26554938520903,19,0,3,0,473,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
136.0,125.58435775230632,19,30,3,0,474,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
119.0,121.53522434002468,19,45,3,0,475,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
123.0,118.8038387053083,20,0,3,0,476,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
128.0,123.14671879697106,20,15,3,0,477,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
165.0,125.27062179922338,21,0,3,0,478,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
41.0,86.13481065681967,21,45,3,0,479,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
41.0,44.052498097929465,22,0,3,0,480,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
24.0,42.72557063540571,22,15,3,0,481,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
40.0,45.747475977052126,22,30,3,0,482,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
32.0,41.89153711854149,22,45,3,0,483,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
36.0,42.578143837141106,23,0,3,0,484,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
53.0,44.610874138793186,23,15,3,0,485,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
38.0,42.355405776197784,23,30,3,0,486,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
45.0,41.27932921607118,23,45,3,0,487,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
39.0,41.994204628549994,0,0,4,0,488,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
50.0,41.652154945683066,0,15,4,0,489,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
30.0,43.04781837200141,0,30,4,0,490,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
27.0,42.383186978359824,0,45,4,0,491,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
52.0,42.46032852037832,1,0,4,0,492,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
56.0,40.99193659685465,1,15,4,0,493,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
42.0,43.033061786383634,1,30,4,0,494,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
28.0,43.70739244020526,1,45,4,0,495,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
37.0,45.3514810339242,2,0,4,0,496,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
42.0,41.139718232151175,2,15,4,0,497,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
48.0,43.30337076607041,2,30,4,0,498,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
37.0,43.7721560867506,2,45,4,0,499,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
50.0,44.59005933481276,3,0,4,0,500,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
52.0,44.91329401049452,3,15,4,0,501,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
33.0,45.75779810999182,3,30,4,0,502,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
32.0,48.133960982972546,3,45,4,0,503,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
51.0,89.64665991455098,4,0,4,0,504,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
70.0,84.25390807739984,4,15,4,0,505,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
105.0,91.16350656476578,4,30,4,0,506,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
63.0,109.70132408773419,4,45,4,0,507,0,1,1,0,0,1,0,0,Acceptable red / low-medium demand,Wasted green
91.0,80.09713903073465,5,0,4,0,508,1,0,0,0,0,0,0,0,Useful green / acceptable,Acceptable red / low-medium demand
63.0,102.3048994031757,5,15,4,0,509,0,1,1,0,0,1,0,0,Acceptable red / low-medium demand,Wasted green
80.0,103.39567029755341,5,30,4,0,510,1,1,1,0,1,1,0,0,Wasted green,Wasted green
101.0,100.88409806764535,5,45,4,0,511,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
85.0,89.94181778312395,6,0,4,0,512,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
65.0,86.65550396314148,6,15,4,0,513,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
116.0,85.65697872541347,6,30,4,0,514,1,0,0,0,0,0,0,0,Useful green / acceptable,Acceptable red / low-medium demand
51.0,98.01723782515964,6,45,4,0,515,0,1,1,0,0,1,0,0,Acceptable red / low-medium demand,Wasted green
102.0,92.54790669176059,7,0,4,0,516,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
112.0,82.81031773572994,7,15,4,0,517,0,0,0,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
81.0,104.83482066059474,7,30,4,0,518,1,1,1,0,1,1,0,0,Wasted green,Wasted green
82.0,100.58478100592909,7,45,4,0,519,0,1,1,0,0,1,0,0,Acceptable red / low-medium demand,Wasted green
57.0,95.48203790248786,8,0,4,0,520,1,1,1,0,1,1,0,0,Wasted green,Wasted green
98.0,87.62892839241906,8,15,4,0,521,0,0,0,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
94.0,89.28685720456814,8,30,4,0,522,1,0,0,0,0,0,0,0,Useful green / acceptable,Acceptable red / low-medium demand
69.0,91.87320886327268,8,45,4,0,523,0,1,1,0,0,1,0,0,Acceptable red / low-medium demand,Wasted green
233.0,112.3778465758,9,0,4,0,524,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
226.0,230.60294157078977,9,15,4,0,525,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
265.0,191.02382738841888,9,30,4,0,526,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
200.0,223.3670042388168,9,45,4,0,527,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
234.0,245.94579086483688,10,0,4,0,528,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
222.0,238.26036939449435,10,15,4,0,529,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
207.0,210.09515768416543,10,30,4,0,530,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
220.0,219.47105630809565,10,45,4,0,531,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
247.0,199.75147861595732,11,0,4,0,532,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
231.0,229.89017406204908,11,15,4,0,533,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
237.0,229.98614448051947,11,30,4,0,534,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
233.0,233.3734674875778,11,45,4,0,535,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
206.0,228.0613403679653,12,0,4,0,536,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
226.0,215.3666187515598,12,15,4,0,537,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
201.0,228.62576489156262,12,30,4,0,538,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
225.0,198.100620957195,12,45,4,0,539,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
254.0,180.9081634761958,13,0,4,0,540,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
225.0,234.31267567155064,13,15,4,0,541,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
219.0,231.56656381118881,13,30,4,0,542,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
219.0,214.81420893458397,13,45,4,0,543,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
246.0,218.33544716620264,14,0,4,0,544,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
236.0,235.27977174581952,14,15,4,0,545,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
212.0,239.59143068043076,14,30,4,0,546,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
251.0,229.99343427405927,14,45,4,0,547,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
104.0,178.3104444444443,15,0,4,0,548,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
104.0,113.14636403176934,15,15,4,0,549,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
84.0,110.39771154339671,15,30,4,0,550,1,1,1,0,1,1,0,0,Wasted green,Wasted green
123.0,111.94288210091719,15,45,4,0,551,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
85.0,107.27881001331319,16,0,4,0,552,1,1,1,0,1,1,0,0,Wasted green,Wasted green
92.0,107.51124225144252,16,15,4,0,553,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
111.0,108.09249761302688,16,30,4,0,554,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
128.0,109.90333947814716,16,45,4,0,555,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
82.0,108.22462085286703,17,0,4,0,556,1,1,1,0,1,1,0,0,Wasted green,Wasted green
108.0,109.1619130144164,17,15,4,0,557,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
104.0,102.81552085977434,17,30,4,0,558,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
90.0,115.49177085959016,17,45,4,0,559,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
93.0,108.93945306733481,18,0,4,0,560,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
114.0,108.47307646881596,18,15,4,0,561,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
124.0,109.95089341762403,18,30,4,0,562,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
117.0,102.27229496901607,18,45,4,0,563,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
55.0,102.19824890426843,19,0,4,0,564,1,1,1,0,1,1,0,0,Wasted green,Wasted green
51.0,79.83041672735021,19,15,4,0,565,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
47.0,51.154383486934364,19,30,4,0,566,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
65.0,54.49080718586966,19,45,4,0,567,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
54.0,54.76283045426794,20,0,4,0,568,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
50.0,46.1326518759019,20,15,4,0,569,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
61.0,52.591404928404906,20,30,4,0,570,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
57.0,56.58068064574313,20,45,4,0,571,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
46.0,63.739848882300464,21,0,4,0,572,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
43.0,55.12197607686012,21,15,4,0,573,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
44.0,44.640906510310515,21,30,4,0,574,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
39.0,51.838714813618324,21,45,4,0,575,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
58.0,54.95760036579638,22,0,4,0,576,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
44.0,42.748058113025174,22,15,4,0,577,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
41.0,40.07881977459704,22,30,4,0,578,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
53.0,41.511329987631754,22,45,4,0,579,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
41.0,43.15965748198656,23,0,4,0,580,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
34.0,41.280231263933665,23,15,4,0,581,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
58.0,43.43316060988732,23,30,4,0,582,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
40.0,40.94329339916653,23,45,4,0,583,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
36.0,41.581326152910954,0,0,5,1,584,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
31.0,42.16336708897478,0,15,5,1,585,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
40.0,42.304502931049974,0,30,5,1,586,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
30.0,42.430449695916,0,45,5,1,587,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
39.0,45.66293120915927,1,0,5,1,588,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
30.0,41.045509599347604,1,15,5,1,589,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
43.0,43.37861606567516,1,30,5,1,590,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
27.0,42.28434966161978,1,45,5,1,591,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
22.0,44.70353315333964,2,0,5,1,592,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
41.0,43.550889353752275,2,15,5,1,593,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
27.0,41.81107856137387,2,30,5,1,594,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
48.0,44.93305052929407,2,45,5,1,595,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
49.0,43.70935831476242,3,0,5,1,596,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
63.0,43.51727938480398,3,15,5,1,597,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
51.0,48.87019049676785,3,30,5,1,598,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
42.0,55.708077256077246,3,45,5,1,599,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
95.0,107.97264985900105,4,0,5,1,600,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
148.0,99.5896397966339,4,15,5,1,601,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
143.0,131.6326751499605,4,30,5,1,602,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
138.0,131.82129959845247,4,45,5,1,603,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
142.0,137.38313628574755,5,0,5,1,604,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
152.0,132.63574180826458,5,15,5,1,605,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
113.0,153.99201535082182,5,30,5,1,606,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
168.0,137.36042061056003,5,45,5,1,607,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
225.0,177.40719558712692,6,0,5,1,608,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
171.0,184.32658630805318,6,15,5,1,609,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
188.0,183.85801249409096,6,30,5,1,610,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
204.0,187.12441873390813,6,45,5,1,611,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
185.0,188.2861969011272,7,0,5,1,612,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
180.0,177.43787057189414,7,15,5,1,613,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
186.0,182.6694105384964,7,30,5,1,614,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
233.0,183.81103531031675,7,45,5,1,615,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
156.0,186.309045830412,8,0,5,1,616,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
171.0,179.22639812852856,8,30,5,1,617,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
218.0,187.2216009877115,8,45,5,1,618,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
80.0,117.21084656260578,9,0,5,1,619,0,1,1,0,0,1,0,0,Acceptable red / low-medium demand,Wasted green
142.0,104.584657772263,9,15,5,1,620,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
115.0,88.33528605367573,10,15,5,1,621,0,0,0,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
122.0,98.3303897059363,10,30,5,1,622,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
87.0,94.6284454327403,11,0,5,1,623,0,1,1,0,0,1,0,0,Acceptable red / low-medium demand,Wasted green
78.0,89.156697701865,11,15,5,1,624,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
80.0,91.99628415428913,11,30,5,1,625,0,1,1,0,0,1,0,0,Acceptable red / low-medium demand,Wasted green
77.0,87.26045854628642,11,45,5,1,626,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
102.0,89.41071436635471,12,0,5,1,627,0,0,0,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
86.0,88.27206420788026,12,15,5,1,628,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
93.0,89.73081517774932,12,30,5,1,629,0,0,0,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
69.0,90.8353150283735,12,45,5,1,630,1,1,1,0,1,1,0,0,Wasted green,Wasted green
113.0,100.34296976963986,13,0,5,1,631,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
185.0,118.8264628141287,13,30,5,1,632,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
114.0,136.71796531111994,13,45,5,1,633,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
79.0,117.17495428828197,14,0,5,1,634,1,1,1,0,1,1,0,0,Wasted green,Wasted green
156.0,115.9093795443213,14,15,5,1,635,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
121.0,122.99050873523449,14,30,5,1,636,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
169.0,109.56192798250045,14,45,5,1,637,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
193.0,146.63547285465708,15,0,5,1,638,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
95.0,155.50245923583063,15,15,5,1,639,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
140.0,125.74483509876886,15,30,5,1,640,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
188.0,126.89557697636887,15,45,5,1,641,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
172.0,188.29591628599619,16,0,5,1,642,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
189.0,187.12051599170306,16,15,5,1,643,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
180.0,182.04213276116275,16,30,5,1,644,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
204.0,177.34925547066706,16,45,5,1,645,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
173.0,191.7507351289978,17,0,5,1,646,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
151.0,187.22426213719046,17,15,5,1,647,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
237.0,178.40582160678423,17,30,5,1,648,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
202.0,186.76307323651213,17,45,5,1,649,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
171.0,177.67566315321773,18,0,5,1,650,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
198.0,163.92496410943284,18,15,5,1,651,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
136.0,153.68230766409434,18,30,5,1,652,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
155.0,142.48541059976316,18,45,5,1,653,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
105.0,128.54509624429573,19,0,5,1,654,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
150.0,131.88738586286212,19,15,5,1,655,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
132.0,123.41679652628851,19,30,5,1,656,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
158.0,123.03321948078337,19,45,5,1,657,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
132.0,122.61133607956828,20,0,5,1,658,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
143.0,133.0431330666315,20,15,5,1,659,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
127.0,124.53282394283265,20,30,5,1,660,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
114.0,123.2653060089839,20,45,5,1,661,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
132.0,122.47115877884353,21,0,5,1,662,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
112.0,127.85482534092998,21,15,5,1,663,0,1,0,0,0,0,0,0,Acceptable red / low-medium demand,Useful green / acceptable
162.0,91.44703653832323,21,30,5,1,664,1,1,0,1,0,0,0,0,Useful green / acceptable,Useful green / acceptable
24.0,113.51329240681183,21,45,5,1,665,0,1,1,0,0,1,0,0,Acceptable red / low-medium demand,Wasted green
50.0,49.08384762746155,22,0,5,1,666,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
36.0,41.38256433838884,22,15,5,1,667,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
37.0,43.09948873041097,22,30,5,1,668,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
57.0,44.786878852335306,22,45,5,1,669,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
58.0,40.62584159920932,23,0,5,1,670,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
48.0,41.3947648406983,23,15,5,1,671,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
35.0,41.231334209522316,23,30,5,1,672,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
56.0,42.32888408883816,23,45,5,1,673,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
30.0,39.70939640376921,0,0,6,1,674,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
38.0,43.397574442857575,0,15,6,1,675,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
52.0,40.40434241569555,0,30,6,1,676,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
54.0,42.14479015735348,0,45,6,1,677,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
31.0,43.15355201056297,1,0,6,1,678,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
42.0,48.58830962553972,1,15,6,1,679,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
49.0,39.020257708596425,1,30,6,1,680,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
54.0,43.615008873157855,1,45,6,1,681,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
42.0,42.75746496918002,2,0,6,1,682,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
54.0,41.250602601992426,2,15,6,1,683,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
33.0,43.77768495202714,2,30,6,1,684,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
49.0,46.91057605928606,2,45,6,1,685,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
57.0,46.125798180763034,3,0,6,1,686,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
31.0,43.467146473673836,3,15,6,1,687,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
49.0,42.35538315321005,3,30,6,1,688,1,0,1,0,1,0,0,0,Wasted green,Acceptable red / low-medium demand
35.0,50.47217037807896,3,45,6,1,689,0,0,1,0,0,0,0,0,Acceptable red / low-medium demand,Acceptable red / low-medium demand
114.0,104.47945328136187,4,0,6,1,690,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
151.0,100.08300554448736,4,15,6,1,691,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
88.0,134.597743971378,4,30,6,1,692,1,1,1,0,1,1,0,0,Wasted green,Wasted green
137.0,125.0581045539805,4,45,6,1,693,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
118.0,129.20005599785,5,0,6,1,694,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
137.0,136.70736337589946,5,15,6,1,695,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
104.0,143.894058215678,5,30,6,1,696,1,1,0,0,0,0,0,0,Useful green / acceptable,Useful green / acceptable
222.0,121.14156716984019,5,45,6,1,697,0,1,0,1,0,0,1,0,Missed high-demand,Useful green / acceptable
